,city,loc_key,snapshot_dt,cal_day,cal_month,forecast_high,forecast_low,last_year_high,last_year_low,hist_avg_high,hist_avg_low,forecast_hist_diff_h,forecast_last_year_diff_h,last_year_hist_diff_h,forecast_hist_diff_l,forecast_last_year_diff_l,last_year_hist_diff_l,cal_date,n
354,medina,296807,2020-11-04 01:17:39.829,24,1,24,13,21,6,24,11,0,3,-3,2,7,-5,2021-01-24 00:00:00.000,81
355,medina,296807,2020-11-04 01:17:39.829,25,1,23,13,19,9,24,11,-1,4,-5,2,4,-2,2021-01-25 00:00:00.000,82
356,medina,296807,2020-11-04 01:17:39.829,26,1,26,12,18,7,24,11,2,8,-6,1,5,-4,2021-01-26 00:00:00.000,83
357,medina,296807,2020-11-04 01:17:39.829,27,1,26,14,22,7,24,12,2,4,-2,2,7,-5,2021-01-27 00:00:00.000,84
358,medina,296807,2020-11-04 01:17:39.829,28,1,27,11,25,9,24,12,3,2,1,-1,2,-3,2021-01-28 00:00:00.000,85
359,medina,296807,2020-11-04 01:17:39.829,29,1,25,11,25,15,24,12,1,0,1,-1,-4,3,2021-01-29 00:00:00.000,86
360,medina,296807,2020-11-04 01:17:39.829,30,1,23,13,22,11,24,12,-1,1,-2,1,2,-1,2021-01-30 00:00:00.000,87
361,medina,296807,2020-11-04 01:17:39.829,31,1,23,15,27,13,24,12,-1,-4,3,3,2,1,2021-01-31 00:00:00.000,88
362,medina,296807,2020-11-04 01:17:39.829,1,2,26,14,25,14,24,12,2,1,1,2,0,2,2021-02-01 00:00:00.000,89
363,medina,296807,2020-11-04 01:17:39.829,2,2,27,11,25,12,24,12,3,2,1,-1,-1,0,2021-02-02 00:00:00.000,90
364,dammam,297095,2020-11-04 01:17:39.829,4,11,33,20,33,22,31,19,2,0,2,1,-2,3,2020-11-04 00:00:00.000,0
365,dammam,297095,2020-11-04 01:17:39.829,5,11,34,21,32,24,31,19,3,2,1,2,-3,5,2020-11-05 00:00:00.000,1
366,dammam,297095,2020-11-04 01:17:39.829,6,11,33,22,32,21,31,19,2,1,1,3,1,2,2020-11-06 00:00:00.000,2
367,dammam,297095,2020-11-04 01:17:39.829,7,11,33,23,32,21,31,19,2,1,1,4,2,2,2020-11-07 00:00:00.000,3
368,dammam,297095,2020-11-04 01:17:39.829,8,11,32,23,32,20,30,18,2,0,2,5,3,2,2020-11-08 00:00:00.000,4
369,dammam,297095,2020-11-04 01:17:39.829,9,11,30,20,31,23,30,18,0,-1,1,2,-3,5,2020-11-09 00:00:00.000,5
370,dammam,297095,2020-11-04 01:17:39.829,10,11,32,19,31,23,30,18,2,1,1,1,-4,5,2020-11-10 00:00:00.000,6
371,dammam,297095,2020-11-04 01:17:39.829,11,11,31,21,30,23,30,18,1,1,0,3,-2,5,2020-11-11 00:00:00.000,7
372,dammam,297095,2020-11-04 01:17:39.829,12,11,32,20,30,20,29,18,3,2,1,2,0,2,2020-11-12 00:00:00.000,8
373,dammam,297095,2020-11-04 01:17:39.829,13,11,33,21,30,19,29,17,4,3,1,4,2,2,2020-11-13 00:00:00.000,9
374,dammam,297095,2020-11-04 01:17:39.829,14,11,32,20,30,18,29,17,3,2,1,3,2,1,2020-11-14 00:00:00.000,10
375,dammam,297095,2020-11-04 01:17:39.829,15,11,32,21,29,16,29,17,3,3,0,4,5,-1,2020-11-15 00:00:00.000,11
376,dammam,297095,2020-11-04 01:17:39.829,16,11,32,20,29,20,28,17,4,3,1,3,0,3,2020-11-16 00:00:00.000,12
377,dammam,297095,2020-11-04 01:17:39.829,17,11,30,19,29,20,28,17,2,1,1,2,-1,3,2020-11-17 00:00:00.000,13
378,dammam,297095,2020-11-04 01:17:39.829,18,11,30,20,26,21,28,17,2,4,-2,3,-1,4,2020-11-18 00:00:00.000,14
379,dammam,297095,2020-11-04 01:17:39.829,19,11,30,20,23,18,28,16,2,7,-5,4,2,2,2020-11-19 00:00:00.000,15
380,dammam,297095,2020-11-04 01:17:39.829,20,11,29,19,22,13,28,16,1,7,-6,3,6,-3,2020-11-20 00:00:00.000,16
381,dammam,297095,2020-11-04 01:17:39.829,21,11,26,18,23,11,27,16,-1,3,-4,2,7,-5,2020-11-21 00:00:00.000,17
382,dammam,297095,2020-11-04 01:17:39.829,22,11,27,18,24,13,27,16,0,3,-3,2,5,-3,2020-11-22 00:00:00.000,18
383,dammam,297095,2020-11-04 01:17:39.829,23,11,28,18,25,16,27,16,1,3,-2,2,2,0,2020-11-23 00:00:00.000,19
384,dammam,297095,2020-11-04 01:17:39.829,24,11,28,18,26,17,27,15,1,2,-1,3,1,2,2020-11-24 00:00:00.000,20
385,dammam,297095,2020-11-04 01:17:39.829,25,11,28,19,26,19,26,15,2,2,0,4,0,4,2020-11-25 00:00:00.000,21
386,dammam,297095,2020-11-04 01:17:39.829,26,11,28,19,28,18,26,15,2,0,2,4,1,3,2020-11-26 00:00:00.000,22
387,dammam,297095,2020-11-04 01:17:39.829,27,11,28,18,28,17,26,15,2,0,2,3,1,2,2020-11-27 00:00:00.000,23
388,dammam,297095,2020-11-04 01:17:39.829,28,11,27,18,28,17,26,15,1,-1,2,3,1,2,2020-11-28 00:00:00.000,24
389,dammam,297095,2020-11-04 01:17:39.829,29,11,27,18,29,19,26,15,1,-2,3,3,-1,4,2020-11-29 00:00:00.000,25
390,dammam,297095,2020-11-04 01:17:39.829,30,11,26,17,30,18,25,14,1,-4,5,3,-1,4,2020-11-30 00:00:00.000,26
391,dammam,297095,2020-11-04 01:17:39.829,1,12,27,17,28,17,25,14,2,-1,3,3,0,3,2020-12-01 00:00:00.000,27
392,dammam,297095,2020-11-04 01:17:39.829,2,12,26,17,32,16,25,14,1,-6,7,3,1,2,2020-12-02 00:00:00.000,28
393,dammam,297095,2020-11-04 01:17:39.829,3,12,24,14,27,18,25,14,-1,-3,2,0,-4,4,2020-12-03 00:00:00.000,29
394,dammam,297095,2020-11-04 01:17:39.829,4,12,23,13,24,15,25,14,-2,-1,-1,-1,-2,1,2020-12-04 00:00:00.000,30
395,dammam,297095,2020-11-04 01:17:39.829,5,12,24,14,25,14,24,14,0,-1,1,0,0,0,2020-12-05 00:00:00.000,31
396,dammam,297095,2020-11-04 01:17:39.829,6,12,24,13,26,15,24,13,0,-2,2,0,-2,2,2020-12-06 00:00:00.000,32
397,dammam,297095,2020-11-04 01:17:39.829,7,12,25,13,26,16,24,13,1,-1,2,0,-3,3,2020-12-07 00:00:00.000,33
398,dammam,297095,2020-11-04 01:17:39.829,8,12,24,12,28,12,24,13,0,-4,4,-1,0,-1,2020-12-08 00:00:00.000,34
399,dammam,297095,2020-11-04 01:17:39.829,9,12,25,14,23,18,24,13,1,2,-1,1,-4,5,2020-12-09 00:00:00.000,35
400,dammam,297095,2020-11-04 01:17:39.829,10,12,26,14,28,20,24,13,2,-2,4,1,-6,7,2020-12-10 00:00:00.000,36
401,dammam,297095,2020-11-04 01:17:39.829,11,12,24,12,24,17,23,13,1,0,1,-1,-5,4,2020-12-11 00:00:00.000,37
402,dammam,297095,2020-11-04 01:17:39.829,12,12,23,13,25,15,23,13,0,-2,2,0,-2,2,2020-12-12 00:00:00.000,38
403,dammam,297095,2020-11-04 01:17:39.829,13,12,23,12,22,17,23,13,0,1,-1,-1,-5,4,2020-12-13 00:00:00.000,39
404,dammam,297095,2020-11-04 01:17:39.829,14,12,22,11,24,15,23,12,-1,-2,1,-1,-4,3,2020-12-14 00:00:00.000,40
405,dammam,297095,2020-11-04 01:17:39.829,15,12,22,11,23,18,23,12,-1,-1,0,-1,-7,6,2020-12-15 00:00:00.000,41
406,dammam,297095,2020-11-04 01:17:39.829,16,12,21,11,23,20,23,12,-2,-2,0,-1,-9,8,2020-12-16 00:00:00.000,42
407,dammam,297095,2020-11-04 01:17:39.829,17,12,21,12,22,16,23,12,-2,-1,-1,0,-4,4,2020-12-17 00:00:00.000,43
408,dammam,297095,2020-11-04 01:17:39.829,18,12,21,14,20,14,22,12,-1,1,-2,2,0,2,2020-12-18 00:00:00.000,44
409,dammam,297095,2020-11-04 01:17:39.829,19,12,22,14,20,12,22,12,0,2,-2,2,2,0,2020-12-19 00:00:00.000,45
410,dammam,297095,2020-11-04 01:17:39.829,20,12,22,13,23,12,22,12,0,-1,1,1,1,0,2020-12-20 00:00:00.000,46
411,dammam,297095,2020-11-04 01:17:39.829,21,12,22,13,22,11,22,12,0,0,0,1,2,-1,2020-12-21 00:00:00.000,47
412,dammam,297095,2020-11-04 01:17:39.829,22,12,22,14,22,13,22,12,0,0,0,2,1,1,2020-12-22 00:00:00.000,48
413,dammam,297095,2020-11-04 01:17:39.829,23,12,22,15,21,13,22,11,0,1,-1,4,2,2,2020-12-23 00:00:00.000,49
414,dammam,297095,2020-11-04 01:17:39.829,24,12,24,15,23,11,22,11,2,1,1,4,4,0,2020-12-24 00:00:00.000,50
415,dammam,297095,2020-11-04 01:17:39.829,25,12,22,15,22,12,22,11,0,0,0,4,3,1,2020-12-25 00:00:00.000,51
416,dammam,297095,2020-11-04 01:17:39.829,26,12,24,12,23,14,22,11,2,1,1,1,-2,3,2020-12-26 00:00:00.000,52
417,dammam,297095,2020-11-04 01:17:39.829,27,12,24,13,24,15,22,11,2,0,2,2,-2,4,2020-12-27 00:00:00.000,53
418,dammam,297095,2020-11-04 01:17:39.829,28,12,19,14,25,14,21,11,-2,-6,4,3,0,3,2020-12-28 00:00:00.000,54
419,dammam,297095,2020-11-04 01:17:39.829,29,12,20,14,25,14,21,11,-1,-5,4,3,0,3,2020-12-29 00:00:00.000,55
420,dammam,297095,2020-11-04 01:17:39.829,30,12,24,13,27,14,21,11,3,-3,6,2,-1,3,2020-12-30 00:00:00.000,56
421,dammam,297095,2020-11-04 01:17:39.829,31,12,22,13,26,13,21,11,1,-4,5,2,0,2,2020-12-31 00:00:00.000,57
422,dammam,297095,2020-11-04 01:17:39.829,1,1,22,13,23,15,22,11,0,-1,1,2,-2,4,2021-01-01 00:00:00.000,58
423,dammam,297095,2020-11-04 01:17:39.829,2,1,23,13,23,15,21,11,2,0,2,2,-2,4,2021-01-02 00:00:00.000,59
424,dammam,297095,2020-11-04 01:17:39.829,3,1,22,12,24,18,21,11,1,-2,3,1,-6,7,2021-01-03 00:00:00.000,60
425,dammam,297095,2020-11-04 01:17:39.829,4,1,22,13,29,20,21,11,1,-7,8,2,-7,9,2021-01-04 00:00:00.000,61
426,dammam,297095,2020-11-04 01:17:39.829,5,1,22,13,21,14,21,11,1,1,0,2,-1,3,2021-01-05 00:00:00.000,62
427,dammam,297095,2020-11-04 01:17:39.829,6,1,23,13,21,14,21,10,2,2,0,3,-1,4,2021-01-06 00:00:00.000,63
428,dammam,297095,2020-11-04 01:17:39.829,7,1,23,13,22,12,21,10,2,1,1,3,1,2,2021-01-07 00:00:00.000,64
429,dammam,297095,2020-11-04 01:17:39.829,8,1,23,13,21,12,21,10,2,2,0,3,1,2,2021-01-08 00:00:00.000,65
430,dammam,297095,2020-11-04 01:17:39.829,9,1,23,11,20,15,21,10,2,3,-1,1,-4,5,2021-01-09 00:00:00.000,66
431,dammam,297095,2020-11-04 01:17:39.829,10,1,21,12,22,15,21,10,0,-1,1,2,-3,5,2021-01-10 00:00:00.000,67
432,dammam,297095,2020-11-04 01:17:39.829,11,1,20,12,18,11,21,10,-1,2,-3,2,1,1,2021-01-11 00:00:00.000,68
433,dammam,297095,2020-11-04 01:17:39.829,12,1,23,13,18,10,20,10,3,5,-2,3,3,0,2021-01-12 00:00:00.000,69
434,dammam,297095,2020-11-04 01:17:39.829,13,1,22,12,19,9,20,10,2,3,-1,2,3,-1,2021-01-13 00:00:00.000,70
435,dammam,297095,2020-11-04 01:17:39.829,14,1,24,8,20,9,20,10,4,4,0,-2,-1,-1,2021-01-14 00:00:00.000,71
436,dammam,297095,2020-11-04 01:17:39.829,15,1,23,10,20,10,20,10,3,3,0,0,0,0,2021-01-15 00:00:00.000,72
437,dammam,297095,2020-11-04 01:17:39.829,16,1,19,14,22,9,20,10,-1,-3,2,4,5,-1,2021-01-16 00:00:00.000,73
438,dammam,297095,2020-11-04 01:17:39.829,17,1,23,11,21,11,20,10,3,2,1,1,0,1,2021-01-17 00:00:00.000,74
439,dammam,297095,2020-11-04 01:17:39.829,18,1,24,11,22,15,20,10,4,2,2,1,-4,5,2021-01-18 00:00:00.000,75
440,dammam,297095,2020-11-04 01:17:39.829,19,1,20,11,23,16,20,10,0,-3,3,1,-5,6,2021-01-19 00:00:00.000,76
441,dammam,297095,2020-11-04 01:17:39.829,20,1,20,11,23,14,20,10,0,-3,3,1,-3,4,2021-01-20 00:00:00.000,77
442,dammam,297095,2020-11-04 01:17:39.829,21,1,22,13,22,12,20,10,2,0,2,3,1,2,2021-01-21 00:00:00.000,78
443,dammam,297095,2020-11-04 01:17:39.829,22,1,23,13,22,14,20,10,3,1,2,3,-1,4,2021-01-22 00:00:00.000,79
444,dammam,297095,2020-11-04 01:17:39.829,23,1,23,11,18,10,20,10,3,5,-2,1,1,0,2021-01-23 00:00:00.000,80
445,dammam,297095,2020-11-04 01:17:39.829,24,1,21,11,18,8,20,10,1,3,-2,1,3,-2,2021-01-24 00:00:00.000,81
446,dammam,297095,2020-11-04 01:17:39.829,25,1,20,11,19,9,20,10,0,1,-1,1,2,-1,2021-01-25 00:00:00.000,82
447,dammam,297095,2020-11-04 01:17:39.829,26,1,20,13,17,9,20,10,0,3,-3,3,4,-1,2021-01-26 00:00:00.000,83
448,dammam,297095,2020-11-04 01:17:39.829,27,1,22,12,18,10,20,10,2,4,-2,2,2,0,2021-01-27 00:00:00.000,84
449,dammam,297095,2020-11-04 01:17:39.829,28,1,22,14,20,8,21,10,1,2,-1,4,6,-2,2021-01-28 00:00:00.000,85
450,dammam,297095,2020-11-04 01:17:39.829,29,1,23,13,20,9,21,10,2,3,-1,3,4,-1,2021-01-29 00:00:00.000,86
451,dammam,297095,2020-11-04 01:17:39.829,30,1,23,10,23,11,21,10,2,0,2,0,-1,1,2021-01-30 00:00:00.000,87
452,dammam,297095,2020-11-04 01:17:39.829,31,1,22,13,22,9,21,10,1,0,1,3,4,-1,2021-01-31 00:00:00.000,88
453,dammam,297095,2020-11-04 01:17:39.829,1,2,23,14,21,13,21,10,2,2,0,4,1,3,2021-02-01 00:00:00.000,89
454,dammam,297095,2020-11-04 01:17:39.829,2,2,23,13,21,11,21,10,2,2,0,3,2,1,2021-02-02 00:00:00.000,90
455,jizan,298359,2020-11-04 01:17:39.829,4,11,34,26,35,25,35,25,-1,-1,0,1,1,0,2020-11-04 00:00:00.000,0
456,jizan,298359,2020-11-04 01:17:39.829,5,11,33,26,35,26,35,25,-2,-2,0,1,0,1,2020-11-05 00:00:00.000,1
457,jizan,298359,2020-11-04 01:17:39.829,6,11,34,26,35,26,35,24,-1,-1,0,2,0,2,2020-11-06 00:00:00.000,2
458,jizan,298359,2020-11-04 01:17:39.829,7,11,34,26,34,25,35,24,-1,0,-1,2,1,1,2020-11-07 00:00:00.000,3
459,jizan,298359,2020-11-04 01:17:39.829,8,11,34,26,34,26,35,24,-1,0,-1,2,0,2,2020-11-08 00:00:00.000,4
460,jizan,298359,2020-11-04 01:17:39.829,9,11,34,26,34,26,35,24,-1,0,-1,2,0,2,2020-11-09 00:00:00.000,5
461,jizan,298359,2020-11-04 01:17:39.829,10,11,34,26,34,25,35,24,-1,0,-1,2,1,1,2020-11-10 00:00:00.000,6
462,jizan,298359,2020-11-04 01:17:39.829,11,11,35,25,34,25,35,24,0,1,-1,1,0,1,2020-11-11 00:00:00.000,7
463,jizan,298359,2020-11-04 01:17:39.829,12,11,34,26,34,26,35,24,-1,0,-1,2,0,2,2020-11-12 00:00:00.000,8
464,jizan,298359,2020-11-04 01:17:39.829,13,11,34,25,34,26,35,24,-1,0,-1,1,-1,2,2020-11-13 00:00:00.000,9
465,jizan,298359,2020-11-04 01:17:39.829,14,11,34,25,34,26,34,24,0,0,0,1,-1,2,2020-11-14 00:00:00.000,10
466,jizan,298359,2020-11-04 01:17:39.829,15,11,34,26,34,25,34,24,0,0,0,2,1,1,2020-11-15 00:00:00.000,11
467,jizan,298359,2020-11-04 01:17:39.829,16,11,33,25,33,25,34,24,-1,0,-1,1,0,1,2020-11-16 00:00:00.000,12
468,jizan,298359,2020-11-04 01:17:39.829,17,11,33,26,34,24,34,24,-1,-1,0,2,2,0,2020-11-17 00:00:00.000,13
469,jizan,298359,2020-11-04 01:17:39.829,18,11,33,26,33,25,34,24,-1,0,-1,2,1,1,2020-11-18 00:00:00.000,14
470,jizan,298359,2020-11-04 01:17:39.829,19,11,32,26,34,25,34,24,-2,-2,0,2,1,1,2020-11-19 00:00:00.000,15
471,jizan,298359,2020-11-04 01:17:39.829,20,11,33,26,35,24,34,24,-1,-2,1,2,2,0,2020-11-20 00:00:00.000,16
472,jizan,298359,2020-11-04 01:17:39.829,21,11,32,24,34,26,34,23,-2,-2,0,1,-2,3,2020-11-21 00:00:00.000,17
473,jizan,298359,2020-11-04 01:17:39.829,22,11,32,24,34,24,34,23,-2,-2,0,1,0,1,2020-11-22 00:00:00.000,18
474,jizan,298359,2020-11-04 01:17:39.829,23,11,32,25,34,25,34,23,-2,-2,0,2,0,2,2020-11-23 00:00:00.000,19
475,jizan,298359,2020-11-04 01:17:39.829,24,11,32,26,33,23,34,23,-2,-1,-1,3,3,0,2020-11-24 00:00:00.000,20
476,jizan,298359,2020-11-04 01:17:39.829,25,11,33,26,32,25,34,23,-1,1,-2,3,1,2,2020-11-25 00:00:00.000,21
477,jizan,298359,2020-11-04 01:17:39.829,26,11,32,25,33,24,33,23,-1,-1,0,2,1,1,2020-11-26 00:00:00.000,22
478,jizan,298359,2020-11-04 01:17:39.829,27,11,32,26,33,23,33,23,-1,-1,0,3,3,0,2020-11-27 00:00:00.000,23
479,jizan,298359,2020-11-04 01:17:39.829,28,11,31,26,33,24,33,23,-2,-2,0,3,2,1,2020-11-28 00:00:00.000,24
480,jizan,298359,2020-11-04 01:17:39.829,29,11,31,24,30,22,33,23,-2,1,-3,1,2,-1,2020-11-29 00:00:00.000,25
481,jizan,298359,2020-11-04 01:17:39.829,30,11,31,24,32,24,33,23,-2,-1,-1,1,0,1,2020-11-30 00:00:00.000,26
482,jizan,298359,2020-11-04 01:17:39.829,1,12,32,25,32,22,33,23,-1,0,-1,2,3,-1,2020-12-01 00:00:00.000,27
483,jizan,298359,2020-11-04 01:17:39.829,2,12,32,25,32,23,33,23,-1,0,-1,2,2,0,2020-12-02 00:00:00.000,28
484,jizan,298359,2020-11-04 01:17:39.829,3,12,32,24,32,23,33,23,-1,0,-1,1,1,0,2020-12-03 00:00:00.000,29
485,jizan,298359,2020-11-04 01:17:39.829,4,12,32,23,32,24,33,23,-1,0,-1,0,-1,1,2020-12-04 00:00:00.000,30
486,jizan,298359,2020-11-04 01:17:39.829,5,12,32,23,32,25,33,23,-1,0,-1,0,-2,2,2020-12-05 00:00:00.000,31
487,jizan,298359,2020-11-04 01:17:39.829,6,12,32,23,32,24,33,23,-1,0,-1,0,-1,1,2020-12-06 00:00:00.000,32
488,jizan,298359,2020-11-04 01:17:39.829,7,12,32,23,33,24,33,23,-1,-1,0,0,-1,1,2020-12-07 00:00:00.000,33
489,jizan,298359,2020-11-04 01:17:39.829,8,12,32,23,32,24,33,23,-1,0,-1,0,-1,1,2020-12-08 00:00:00.000,34
490,jizan,298359,2020-11-04 01:17:39.829,9,12,32,23,33,25,33,23,-1,-1,0,0,-2,2,2020-12-09 00:00:00.000,35
491,jizan,298359,2020-11-04 01:17:39.829,10,12,31,23,33,26,33,22,-2,-2,0,1,-3,4,2020-12-10 00:00:00.000,36
492,jizan,298359,2020-11-04 01:17:39.829,11,12,31,24,33,25,33,22,-2,-2,0,2,-1,3,2020-12-11 00:00:00.000,37
493,jizan,298359,2020-11-04 01:17:39.829,12,12,32,23,33,26,32,22,0,-1,1,1,-3,4,2020-12-12 00:00:00.000,38
494,jizan,298359,2020-11-04 01:17:39.829,13,12,32,23,33,25,32,22,0,-1,1,1,-2,3,2020-12-13 00:00:00.000,39
495,jizan,298359,2020-11-04 01:17:39.829,14,12,31,23,32,25,32,22,-1,-1,0,1,-2,3,2020-12-14 00:00:00.000,40
496,jizan,298359,2020-11-04 01:17:39.829,15,12,32,24,33,25,32,22,0,-1,1,2,-1,3,2020-12-15 00:00:00.000,41
497,jizan,298359,2020-11-04 01:17:39.829,16,12,31,23,32,24,32,22,-1,-1,0,1,-1,2,2020-12-16 00:00:00.000,42
498,jizan,298359,2020-11-04 01:17:39.829,17,12,31,22,32,24,32,22,-1,-1,0,0,-2,2,2020-12-17 00:00:00.000,43
499,jizan,298359,2020-11-04 01:17:39.829,18,12,31,24,32,25,32,22,-1,-1,0,2,-1,3,2020-12-18 00:00:00.000,44
500,jizan,298359,2020-11-04 01:17:39.829,19,12,31,24,31,25,32,22,-1,0,-1,2,-1,3,2020-12-19 00:00:00.000,45
501,jizan,298359,2020-11-04 01:17:39.829,20,12,30,25,32,24,32,22,-2,-2,0,3,1,2,2020-12-20 00:00:00.000,46
502,jizan,298359,2020-11-04 01:17:39.829,21,12,30,24,32,23,32,22,-2,-2,0,2,1,1,2020-12-21 00:00:00.000,47
503,jizan,298359,2020-11-04 01:17:39.829,22,12,31,25,32,23,32,22,-1,-1,0,3,2,1,2020-12-22 00:00:00.000,48
504,jizan,298359,2020-11-04 01:17:39.829,23,12,30,25,31,23,32,22,-2,-1,-1,3,2,1,2020-12-23 00:00:00.000,49
505,jizan,298359,2020-11-04 01:17:39.829,24,12,31,24,31,24,32,22,-1,0,-1,2,0,2,2020-12-24 00:00:00.000,50
506,jizan,298359,2020-11-04 01:17:39.829,25,12,31,25,31,24,32,22,-1,0,-1,3,1,2,2020-12-25 00:00:00.000,51
507,jizan,298359,2020-11-04 01:17:39.829,26,12,32,24,31,22,32,22,0,1,-1,2,2,0,2020-12-26 00:00:00.000,52
508,jizan,298359,2020-11-04 01:17:39.829,27,12,32,25,32,23,32,22,0,0,0,3,2,1,2020-12-27 00:00:00.000,53
509,jizan,298359,2020-11-04 01:17:39.829,28,12,32,24,32,22,32,22,0,0,0,2,2,0,2020-12-28 00:00:00.000,54
510,jizan,298359,2020-11-04 01:17:39.829,29,12,32,24,32,21,32,22,0,0,0,2,3,-1,2020-12-29 00:00:00.000,55
511,jizan,298359,2020-11-04 01:17:39.829,30,12,32,25,32,22,32,22,0,0,0,3,3,0,2020-12-30 00:00:00.000,56
512,jizan,298359,2020-11-04 01:17:39.829,31,12,32,25,32,23,32,22,0,0,0,3,2,1,2020-12-31 00:00:00.000,57
513,jizan,298359,2020-11-04 01:17:39.829,1,1,31,24,33,23,31,22,0,-2,2,2,1,1,2021-01-01 00:00:00.000,58
514,jizan,298359,2020-11-04 01:17:39.829,2,1,32,24,33,24,31,22,1,-1,2,2,0,2,2021-01-02 00:00:00.000,59
515,jizan,298359,2020-11-04 01:17:39.829,3,1,31,23,33,25,31,22,0,-2,2,1,-2,3,2021-01-03 00:00:00.000,60
516,jizan,298359,2020-11-04 01:17:39.829,4,1,31,24,32,26,31,21,0,-1,1,3,-2,5,2021-01-04 00:00:00.000,61
517,jizan,298359,2020-11-04 01:17:39.829,5,1,31,24,32,25,31,21,0,-1,1,3,-1,4,2021-01-05 00:00:00.000,62
518,jizan,298359,2020-11-04 01:17:39.829,6,1,31,24,32,23,31,21,0,-1,1,3,1,2,2021-01-06 00:00:00.000,63
519,jizan,298359,2020-11-04 01:17:39.829,7,1,31,23,32,23,31,21,0,-1,1,2,0,2,2021-01-07 00:00:00.000,64
520,jizan,298359,2020-11-04 01:17:39.829,8,1,31,23,32,24,31,21,0,-1,1,2,-1,3,2021-01-08 00:00:00.000,65
521,jizan,298359,2020-11-04 01:17:39.829,9,1,31,23,32,24,31,21,0,-1,1,2,-1,3,2021-01-09 00:00:00.000,66
522,jizan,298359,2020-11-04 01:17:39.829,10,1,30,23,31,25,31,21,-1,-1,0,2,-2,4,2021-01-10 00:00:00.000,67
523,jizan,298359,2020-11-04 01:17:39.829,11,1,31,23,30,20,31,21,0,1,-1,2,3,-1,2021-01-11 00:00:00.000,68
524,jizan,298359,2020-11-04 01:17:39.829,12,1,31,23,28,16,31,21,0,3,-3,2,7,-5,2021-01-12 00:00:00.000,69
525,jizan,298359,2020-11-04 01:17:39.829,13,1,31,23,31,19,31,21,0,0,0,2,4,-2,2021-01-13 00:00:00.000,70
526,jizan,298359,2020-11-04 01:17:39.829,14,1,31,24,31,21,30,21,1,0,1,3,3,0,2021-01-14 00:00:00.000,71
527,jizan,298359,2020-11-04 01:17:39.829,15,1,31,24,32,21,30,21,1,-1,2,3,3,0,2021-01-15 00:00:00.000,72
528,jizan,298359,2020-11-04 01:17:39.829,16,1,32,24,31,20,30,21,2,1,1,3,4,-1,2021-01-16 00:00:00.000,73
529,jizan,298359,2020-11-04 01:17:39.829,17,1,32,24,30,21,30,21,2,2,0,3,3,0,2021-01-17 00:00:00.000,74
530,jizan,298359,2020-11-04 01:17:39.829,18,1,31,23,30,21,30,21,1,1,0,2,2,0,2021-01-18 00:00:00.000,75
531,jizan,298359,2020-11-04 01:17:39.829,19,1,31,23,31,20,30,21,1,0,1,2,3,-1,2021-01-19 00:00:00.000,76
532,jizan,298359,2020-11-04 01:17:39.829,20,1,31,23,31,23,30,21,1,0,1,2,0,2,2021-01-20 00:00:00.000,77
533,jizan,298359,2020-11-04 01:17:39.829,21,1,31,23,29,22,30,21,1,2,-1,2,1,1,2021-01-21 00:00:00.000,78
534,jizan,298359,2020-11-04 01:17:39.829,22,1,31,23,30,22,30,21,1,1,0,2,1,1,2021-01-22 00:00:00.000,79
535,jizan,298359,2020-11-04 01:17:39.829,23,1,31,23,28,24,30,21,1,3,-2,2,-1,3,2021-01-23 00:00:00.000,80
536,jizan,298359,2020-11-04 01:17:39.829,24,1,31,23,28,22,30,21,1,3,-2,2,1,1,2021-01-24 00:00:00.000,81
537,jizan,298359,2020-11-04 01:17:39.829,25,1,30,23,29,21,30,21,0,1,-1,2,2,0,2021-01-25 00:00:00.000,82
538,jizan,298359,2020-11-04 01:17:39.829,26,1,29,23,30,20,30,21,-1,-1,0,2,3,-1,2021-01-26 00:00:00.000,83
539,jizan,298359,2020-11-04 01:17:39.829,27,1,31,24,31,21,30,21,1,0,1,3,3,0,2021-01-27 00:00:00.000,84
540,jizan,298359,2020-11-04 01:17:39.829,28,1,31,23,32,21,30,21,1,-1,2,2,2,0,2021-01-28 00:00:00.000,85
541,jizan,298359,2020-11-04 01:17:39.829,29,1,31,22,30,23,30,21,1,1,0,1,-1,2,2021-01-29 00:00:00.000,86
542,jizan,298359,2020-11-04 01:17:39.829,30,1,31,23,30,22,30,21,1,1,0,2,1,1,2021-01-30 00:00:00.000,87
543,jizan,298359,2020-11-04 01:17:39.829,31,1,31,24,30,24,30,21,1,1,0,3,0,3,2021-01-31 00:00:00.000,88
544,jizan,298359,2020-11-04 01:17:39.829,1,2,31,23,31,24,30,21,1,0,1,2,-1,3,2021-02-01 00:00:00.000,89
545,jizan,298359,2020-11-04 01:17:39.829,2,2,31,24,31,23,31,22,0,0,0,2,1,1,2021-02-02 00:00:00.000,90
